,AGE,GENDER,IS_COBRAND,TIER,YEARS_IN_PROGRAM,IS_AIRACCRUAL,IS_HOTELREDEMPTION,IS_INACTIVE
705,43,unknown,1,base,1,1,1,0
706,73,male,0,platinum,6,1,0,0
707,73,female,1,base,11,1,0,0
708,74,female,1,silver,8,1,1,0
709,33,male,1,silver,7,0,1,0
710,42,female,0,base,3,0,1,0
711,31,male,1,base,5,1,0,1
712,63,unknown,1,silver,1,0,1,1
713,22,unknown,0,gold,5,1,0,0
714,20,unknown,0,platinum,10,1,1,1
715,54,unknown,1,platinum,8,0,1,0
716,47,female,1,platinum,8,0,0,0
717,61,female,0,platinum,2,0,0,0
718,19,unknown,0,base,8,1,0,1
719,13,unknown,1,platinum,10,0,0,1
720,35,male,0,platinum,7,0,1,1
721,18,female,1,gold,9,0,1,0
722,54,male,1,gold,7,0,0,1
723,64,unknown,0,gold,7,0,1,1
724,51,unknown,1,gold,9,0,1,1
725,38,unknown,0,gold,7,1,0,0
726,55,female,0,silver,3,0,1,0
727,56,unknown,1,platinum,5,1,1,1
728,66,female,1,platinum,1,1,0,0
729,43,unknown,0,base,10,0,0,1
730,27,female,0,base,1,0,1,1
731,62,female,1,platinum,3,1,1,0
732,27,unknown,1,gold,4,1,1,0
733,71,unknown,1,platinum,1,0,0,1
734,59,female,0,platinum,5,1,0,0
735,72,male,0,silver,4,0,0,0
736,55,female,1,base,2,0,1,0
737,24,unknown,1,base,11,0,1,0
738,61,male,0,gold,1,1,0,0
739,65,female,0,platinum,10,0,1,0
740,40,male,0,base,2,0,1,0
741,37,female,1,platinum,4,0,1,0
742,27,male,0,gold,10,0,0,1
743,31,female,1,silver,6,1,0,0
744,63,unknown,0,platinum,4,1,0,0
745,25,male,1,gold,9,1,1,0
746,36,male,0,base,6,1,1,0
747,52,unknown,0,gold,9,0,0,1
748,19,female,0,silver,7,0,1,0
749,74,male,0,base,7,0,1,0
750,50,female,0,silver,8,1,1,0
751,60,male,0,silver,4,1,1,1
752,70,female,1,gold,7,0,1,1
753,56,unknown,0,base,1,0,0,1
754,19,unknown,1,gold,7,0,1,0
755,21,unknown,0,gold,10,1,0,1
756,62,female,0,platinum,3,1,1,1
757,45,male,1,base,1,0,0,1
758,24,unknown,1,base,5,0,1,0
759,27,male,0,silver,10,1,1,1
760,35,female,1,gold,5,1,1,0
761,18,male,0,gold,3,0,1,1
762,37,unknown,1,silver,4,0,1,0
763,16,unknown,0,gold,5,0,0,0
764,68,unknown,0,platinum,1,0,1,1
765,50,unknown,0,platinum,9,1,1,0
766,26,female,1,base,5,0,0,0
767,35,male,1,platinum,3,0,0,0
768,71,unknown,1,base,1,0,1,0
769,36,unknown,1,platinum,2,1,1,0
770,69,male,0,silver,1,0,1,1
771,32,male,1,platinum,3,1,1,0
772,29,female,1,platinum,1,0,0,0
773,14,unknown,0,gold,1,0,1,1
774,40,female,1,platinum,11,0,1,0
775,63,unknown,1,base,5,1,1,0
776,55,unknown,1,base,2,0,1,0
777,32,male,1,base,3,1,1,1
778,71,unknown,1,gold,11,1,1,0
779,47,male,0,platinum,7,1,0,0
780,26,male,0,platinum,9,1,1,1
781,15,unknown,1,gold,2,0,1,0
782,22,unknown,1,silver,1,0,0,1
783,42,male,0,silver,9,0,1,1
784,20,female,0,base,2,0,1,0
785,42,male,1,silver,1,1,1,1
786,21,unknown,1,base,1,0,1,1
787,24,unknown,0,base,6,1,0,0
788,73,female,0,gold,2,1,0,0
789,54,unknown,1,base,3,1,0,0
790,22,male,1,silver,4,1,0,1
791,50,unknown,1,silver,2,0,0,0
792,38,unknown,0,platinum,6,1,1,0
793,34,unknown,1,platinum,6,1,1,1
794,57,unknown,1,silver,11,0,1,0
795,36,unknown,0,platinum,7,0,1,0
796,57,female,0,silver,2,0,1,1
797,42,female,1,gold,5,1,1,0
798,24,unknown,0,silver,5,1,0,1
799,74,male,1,base,1,0,1,1
800,74,female,0,base,7,0,1,1
801,36,female,1,base,7,0,1,1
802,29,unknown,1,platinum,5,0,1,0
803,32,unknown,1,base,1,0,0,1
804,25,male,0,platinum,11,1,1,1
805,69,unknown,1,platinum,9,1,1,0
806,31,unknown,0,base,3,0,0,1
807,16,female,1,silver,6,1,0,1
808,62,unknown,1,silver,10,1,1,0
809,55,female,1,base,4,1,1,1
810,65,female,0,base,8,0,1,0
811,46,female,0,platinum,9,0,0,1
812,18,unknown,1,silver,5,1,0,1
813,21,male,0,gold,7,0,1,0
814,34,female,1,platinum,5,0,1,0
815,13,unknown,0,gold,8,1,0,0
816,25,male,1,silver,4,1,1,1
817,31,female,1,base,1,1,1,1
818,54,female,1,platinum,7,1,1,0
819,16,female,1,gold,1,1,1,0
820,63,female,1,gold,6,1,0,1
821,70,female,0,base,8,1,1,0
822,34,male,1,base,1,0,0,0
823,60,male,1,gold,9,0,0,0
824,63,unknown,1,platinum,9,1,0,0
825,69,unknown,1,gold,10,0,0,0
826,33,male,1,silver,4,1,0,0
827,39,female,0,silver,7,1,0,0
828,29,unknown,1,platinum,2,0,0,1
829,18,female,0,base,2,1,0,0
830,33,female,1,platinum,7,0,1,0
831,37,female,0,base,4,1,1,0
832,31,unknown,1,platinum,9,1,1,0
833,24,female,0,silver,4,0,0,0
834,28,male,1,base,2,1,1,1
835,37,female,1,platinum,6,0,1,1
836,67,unknown,1,gold,6,0,1,0
837,39,female,1,platinum,5,0,0,1
838,15,female,1,gold,6,0,0,0
839,22,unknown,0,silver,1,0,0,0
840,60,male,0,gold,11,0,1,1
841,25,male,0,platinum,11,0,0,1
842,66,unknown,0,base,6,0,0,1
843,71,unknown,1,silver,2,0,0,0
844,20,male,0,platinum,2,1,1,0
845,35,male,1,gold,5,0,0,1
846,56,male,0,base,4,0,1,1
847,17,male,0,platinum,4,0,0,1
848,70,unknown,1,platinum,9,1,1,1
849,43,unknown,0,gold,11,1,1,0
850,55,male,1,gold,3,0,0,1
851,69,female,1,base,9,1,1,1
852,33,female,0,platinum,7,0,1,1
853,52,male,0,gold,5,1,0,0
854,29,unknown,0,gold,8,1,1,0
855,27,male,0,gold,3,0,1,1
856,42,female,1,gold,1,0,1,0
857,13,female,1,base,11,1,0,1
858,65,male,1,gold,7,0,0,0
859,31,unknown,1,silver,8,1,1,1
860,50,female,0,silver,11,1,0,0
861,53,unknown,0,silver,1,0,0,0
862,13,female,0,platinum,8,0,0,0
863,25,female,1,platinum,8,0,1,0
864,37,female,1,silver,2,0,1,0
865,41,male,1,gold,6,0,1,1
866,24,female,0,gold,4,1,1,1
867,38,unknown,0,silver,11,1,1,0
868,67,unknown,0,base,5,1,0,0
869,74,male,1,silver,5,0,0,1
870,49,female,1,gold,1,0,1,1
871,36,male,0,platinum,1,0,0,0
872,36,female,0,platinum,11,0,0,1
873,55,male,1,silver,10,0,1,0
874,39,female,0,base,4,0,1,1
875,33,female,0,platinum,11,1,1,0
876,15,unknown,0,gold,11,0,0,0
877,44,unknown,0,silver,3,1,1,1
878,57,male,0,platinum,3,1,0,0
879,15,female,1,base,6,1,0,0
880,61,male,1,gold,1,0,1,1
881,46,unknown,1,base,8,1,1,1
882,23,unknown,0,gold,9,1,0,0
883,74,female,1,gold,6,1,0,0
884,39,male,1,gold,7,0,0,0
885,30,male,0,base,5,1,0,0
886,12,female,0,platinum,9,0,0,0
887,56,female,0,base,4,1,0,0
888,37,female,1,base,1,0,0,1
889,60,female,1,base,10,0,0,1
890,48,female,1,gold,2,1,1,0
891,69,male,0,platinum,7,1,0,1
892,72,female,0,gold,4,1,1,0
893,36,unknown,0,silver,5,1,0,0
894,22,male,0,silver,6,1,0,0
895,38,unknown,0,silver,11,0,1,1
896,43,unknown,0,base,8,1,1,0
897,22,female,1,gold,8,0,0,0
898,72,female,0,silver,4,1,1,0
899,28,female,1,base,5,1,1,1
900,21,female,0,platinum,11,0,0,0
901,74,unknown,0,gold,3,1,0,0
902,16,female,1,silver,5,1,1,0
903,20,unknown,0,platinum,6,0,0,0
904,31,female,0,base,10,1,1,1
905,67,unknown,1,base,3,0,0,0
906,50,unknown,0,platinum,8,1,1,1
907,48,male,0,gold,4,1,1,1
908,72,female,1,base,9,1,1,1
909,47,unknown,0,gold,8,1,1,1
910,74,male,0,gold,9,0,1,1
911,34,unknown,1,gold,7,1,1,0
912,16,male,1,gold,1,1,0,0
913,37,unknown,1,base,8,1,1,0
914,14,male,1,platinum,2,0,1,0
915,43,unknown,1,silver,11,1,1,1
916,48,female,1,base,4,0,0,0
917,64,unknown,0,silver,2,0,1,1
918,15,unknown,0,platinum,2,1,1,0
919,46,unknown,0,gold,8,0,1,0
920,16,male,1,base,8,0,1,1
921,13,male,0,gold,6,0,1,1
922,50,unknown,0,platinum,2,1,1,1
923,53,female,0,gold,7,0,0,1
924,58,male,1,silver,11,1,1,0
925,42,female,0,gold,2,0,0,1
926,40,male,0,silver,4,0,0,0
927,24,female,0,gold,9,0,0,0
928,57,female,0,gold,1,1,0,1
929,55,male,0,silver,7,1,0,1
930,14,unknown,1,base,8,0,1,1
931,24,unknown,0,silver,5,0,1,1
932,20,unknown,1,gold,7,1,0,0
933,38,unknown,0,platinum,9,0,1,0
934,41,female,0,base,2,0,0,0
935,52,male,0,gold,7,1,1,1
936,74,unknown,0,silver,8,0,0,1
937,56,female,1,silver,9,0,0,1
938,29,female,0,platinum,11,0,1,1
939,30,female,1,platinum,2,0,0,1
940,20,male,0,silver,4,0,0,1
941,24,female,0,platinum,9,1,1,0
942,15,unknown,1,gold,6,0,1,1
943,74,unknown,0,gold,1,0,0,0
944,24,unknown,0,gold,11,1,1,0
945,42,unknown,1,base,6,0,0,0
946,21,unknown,1,platinum,2,1,0,0
947,13,female,1,platinum,7,1,0,1
948,42,unknown,1,gold,4,1,1,1
949,31,female,0,base,9,1,1,0
950,62,male,1,platinum,7,1,0,1
951,69,male,1,base,6,0,0,0
952,22,male,1,gold,6,1,0,0
953,55,female,0,silver,9,0,1,0
954,29,female,1,base,5,1,0,1
955,53,male,1,platinum,3,1,0,0
956,27,female,0,gold,1,0,1,0
957,28,unknown,1,platinum,8,0,0,0
958,28,female,1,gold,3,0,0,1
959,68,unknown,0,platinum,8,0,0,1
960,35,female,0,silver,3,0,0,1
961,71,female,1,platinum,5,0,1,0
962,52,male,0,platinum,4,0,1,1
963,44,female,0,gold,6,0,0,1
964,19,female,1,base,11,0,0,0
965,22,male,0,base,7,1,1,1
966,61,unknown,1,base,5,1,0,0
967,47,unknown,0,base,9,0,1,1
968,47,male,1,platinum,3,0,1,0
969,54,female,0,silver,6,0,1,0
970,64,unknown,1,platinum,8,0,0,1
971,42,male,1,base,5,1,0,0
972,22,male,0,silver,10,0,1,1
973,64,unknown,1,gold,4,1,0,0
974,44,unknown,1,gold,7,0,1,1
975,40,male,0,silver,9,1,0,0
976,58,female,0,silver,11,1,0,1
977,63,unknown,0,gold,4,0,1,0
978,65,male,0,base,11,0,1,1
979,31,female,0,silver,4,1,1,0
980,35,male,0,silver,9,0,1,1
981,73,unknown,0,base,8,1,1,1
982,17,female,1,gold,9,0,1,1
983,46,unknown,1,gold,11,1,1,0
984,16,unknown,0,silver,9,1,0,0
985,71,female,1,silver,8,0,0,1
986,62,unknown,0,silver,7,1,0,0
987,72,female,1,platinum,4,1,1,0
988,31,unknown,1,base,8,0,0,1
989,26,unknown,0,gold,9,0,1,0
990,66,male,0,base,6,1,1,1
991,58,male,1,gold,1,0,0,1
992,58,female,0,platinum,7,1,0,0
993,41,female,0,platinum,8,1,1,1
994,44,unknown,0,gold,1,0,1,1
995,67,male,0,silver,1,0,1,1
996,39,female,1,silver,4,1,1,1
997,39,male,1,base,9,0,1,1
998,40,unknown,1,platinum,9,0,0,1
999,30,unknown,1,base,5,1,0,1
1000,53,female,0,silver,7,1,1,1
1001,56,male,0,silver,2,1,1,0
1002,38,unknown,1,base,9,0,0,1
1003,12,female,0,platinum,11,1,0,1
1004,12,female,0,platinum,10,1,1,1
1005,65,unknown,0,gold,11,0,1,1
1006,68,unknown,1,gold,8,1,0,1
1007,58,unknown,0,gold,4,0,0,1
1008,51,male,0,platinum,4,0,1,0
1009,68,unknown,0,gold,3,1,1,1
1010,64,male,1,platinum,1,1,0,1
1011,56,female,0,gold,8,0,1,1
1012,18,unknown,0,platinum,6,0,0,0
1013,66,male,1,platinum,10,0,0,1
1014,19,male,1,base,1,0,0,1
1015,62,male,1,base,7,0,0,0
1016,39,unknown,0,silver,7,0,1,0
1017,41,unknown,0,platinum,8,0,0,1
1018,55,female,1,silver,1,1,0,0
1019,21,female,0,base,7,0,1,0
1020,54,unknown,0,gold,2,0,1,1
1021,56,unknown,0,base,3,0,0,0
1022,14,male,0,silver,9,1,1,0
1023,19,female,0,base,5,1,1,1
1024,29,male,0,gold,4,0,0,0
1025,46,male,0,silver,11,0,0,1
1026,36,male,1,base,8,1,1,1
1027,61,unknown,0,platinum,3,0,1,0
1028,55,male,1,base,3,1,0,0
1029,63,female,0,silver,5,1,1,1
1030,66,unknown,0,silver,7,1,0,0
1031,50,male,1,gold,5,1,0,0
1032,14,unknown,1,platinum,3,0,1,0
1033,24,male,1,gold,1,1,1,1
1034,34,female,0,base,11,0,0,1
1035,24,male,0,platinum,3,1,0,1
1036,73,male,0,platinum,1,0,0,0
1037,62,unknown,1,platinum,9,0,0,1
1038,22,male,1,platinum,4,1,0,1
1039,41,male,0,gold,3,0,0,0
1040,65,unknown,1,platinum,2,1,1,1
1041,63,unknown,0,platinum,1,1,1,1
1042,47,unknown,1,platinum,8,1,1,1
1043,61,male,0,base,3,1,1,0
1044,18,male,1,platinum,10,0,0,0
1045,69,female,1,silver,11,0,0,0
1046,53,male,1,platinum,9,1,0,1
1047,34,unknown,1,gold,9,0,1,1
1048,54,male,1,platinum,6,1,1,0
1049,67,male,1,gold,8,1,1,0
1050,58,unknown,1,silver,5,1,0,1
1051,37,male,1,gold,3,1,0,1
1052,73,male,1,silver,11,1,0,0
1053,45,male,0,silver,4,1,0,0
1054,41,male,1,platinum,7,0,1,1
1055,30,female,1,platinum,3,0,1,1
1056,69,female,1,silver,7,1,1,0
1057,50,unknown,0,gold,11,1,1,1
1058,46,unknown,0,base,10,1,0,0
1059,32,unknown,0,platinum,7,0,1,0
1060,51,male,0,platinum,8,1,1,0
1061,43,unknown,0,platinum,10,0,1,0
1062,57,female,0,platinum,5,0,1,0
1063,70,unknown,1,platinum,2,0,0,1
1064,25,female,1,silver,6,0,0,0
1065,24,male,0,base,9,0,0,1
1066,71,unknown,0,gold,8,0,1,0
1067,70,male,1,silver,3,0,0,1
1068,64,male,0,platinum,2,0,0,0
1069,52,female,1,platinum,6,1,1,1
1070,66,unknown,0,platinum,4,0,1,1
1071,45,unknown,0,silver,10,0,0,1
1072,15,unknown,1,silver,5,1,0,1
1073,28,unknown,0,base,11,1,1,0
1074,42,male,0,platinum,4,0,1,1
1075,19,male,0,silver,7,0,1,0
1076,57,female,1,base,5,1,0,1
1077,71,female,0,base,7,1,1,0
1078,72,unknown,0,gold,3,1,0,1
1079,27,female,1,base,2,1,1,1
1080,46,unknown,0,base,3,1,0,0
1081,43,female,0,gold,10,0,1,0
1082,31,unknown,0,silver,11,0,1,1
1083,73,unknown,1,base,8,0,0,1
1084,37,unknown,1,platinum,9,1,1,0
1085,54,male,0,silver,4,0,1,0
1086,14,male,0,base,4,0,0,0
1087,17,unknown,0,platinum,4,1,0,1
1088,72,unknown,1,gold,10,1,0,1
1089,15,unknown,1,gold,10,1,0,0
1090,49,male,1,gold,8,1,1,0
1091,12,unknown,0,gold,4,0,1,0
1092,37,female,0,silver,9,0,1,0
1093,54,male,0,gold,5,0,1,1
1094,31,female,0,platinum,5,0,1,1
1095,57,female,0,gold,8,1,0,1
1096,52,female,0,base,1,0,0,0
1097,21,female,1,silver,4,0,1,0
1098,45,male,0,platinum,7,1,1,1
1099,22,male,1,platinum,7,1,1,0
1100,69,unknown,0,base,10,0,0,1
1101,15,unknown,0,gold,5,0,0,1
1102,69,male,1,gold,3,0,0,0
1103,71,male,0,gold,6,1,0,1
1104,67,female,1,platinum,3,0,0,0
1105,67,female,1,platinum,2,0,0,0
1106,12,female,1,silver,4,0,0,1
1107,69,male,1,gold,9,1,0,1
1108,45,unknown,1,gold,6,1,0,1
1109,21,male,1,base,8,1,0,1
1110,27,female,1,silver,6,1,1,1
1111,26,unknown,0,platinum,10,0,1,0
1112,57,female,1,platinum,5,0,0,0
1113,48,male,1,silver,4,0,1,0
1114,60,female,1,base,3,0,1,0
1115,21,female,1,base,7,0,0,1
1116,56,female,0,gold,1,0,1,1
1117,55,female,0,silver,10,0,1,0
1118,46,female,0,base,11,0,1,0
1119,57,male,0,platinum,1,1,1,1
1120,40,female,1,platinum,4,0,0,0
1121,60,female,0,silver,9,0,0,0
1122,64,unknown,0,base,9,0,1,0
1123,24,male,0,silver,10,0,1,1
1124,71,male,1,gold,5,1,1,0
1125,68,unknown,0,base,5,1,1,0
1126,44,female,1,base,11,1,0,1
1127,65,male,1,platinum,10,0,1,1
1128,43,female,1,platinum,6,1,0,1
1129,42,female,0,silver,10,0,0,1
1130,71,unknown,1,silver,2,1,1,0
1131,55,male,0,platinum,2,0,0,1
1132,36,unknown,1,platinum,8,1,1,1
1133,46,unknown,1,base,1,0,1,0
1134,65,unknown,0,base,9,1,1,1
1135,73,male,0,base,11,0,0,1
1136,52,unknown,0,silver,11,1,0,0
1137,33,unknown,1,base,6,1,1,1
1138,60,male,0,platinum,1,1,1,1
1139,73,unknown,1,gold,6,1,1,1
1140,71,male,1,gold,6,1,1,0
1141,70,female,1,gold,11,0,0,0
1142,28,unknown,0,platinum,8,1,0,1
1143,39,male,1,silver,10,1,0,0
1144,71,male,1,platinum,7,1,0,1
1145,38,female,0,base,1,0,0,1
1146,61,male,1,base,11,0,0,1
1147,59,unknown,1,base,11,1,1,1
1148,35,male,0,silver,3,1,1,0
1149,40,female,1,silver,6,1,0,0
1150,14,male,0,platinum,8,1,1,1
1151,33,male,0,gold,3,0,1,1
1152,49,male,1,gold,3,1,1,0
1153,32,female,1,silver,10,1,1,1
1154,27,male,1,platinum,2,1,0,1
1155,34,unknown,0,base,3,0,1,0
1156,41,male,1,base,7,0,1,0
1157,52,female,1,gold,10,1,1,1
1158,61,female,1,platinum,2,0,1,1
1159,21,unknown,0,base,9,1,1,1
1160,19,unknown,1,base,4,1,1,0
1161,67,male,0,silver,10,1,0,1
1162,71,male,1,platinum,1,0,1,1
1163,57,male,0,base,11,0,1,1
1164,70,unknown,0,silver,1,1,1,1
1165,53,unknown,0,silver,9,1,0,1
1166,67,female,1,silver,3,0,0,0
1167,19,unknown,0,gold,3,1,1,1
1168,23,male,1,silver,8,0,1,1
1169,62,male,0,gold,2,0,1,1
1170,12,unknown,1,silver,2,0,0,0
1171,56,female,0,silver,10,1,0,0
1172,19,unknown,0,base,1,1,0,0
1173,24,male,1,silver,11,0,0,0
1174,66,male,0,gold,6,0,1,0
1175,29,unknown,1,base,11,0,0,0
1176,41,male,1,silver,9,0,0,0
1177,43,female,0,silver,3,0,1,0
1178,51,unknown,0,platinum,9,1,1,1
1179,46,unknown,1,platinum,9,1,1,0
1180,22,male,1,platinum,1,1,1,1
1181,28,unknown,1,base,7,1,1,1
1182,64,unknown,0,gold,5,1,1,1
1183,17,male,1,base,5,0,1,0
1184,68,unknown,1,base,7,1,1,0
1185,66,unknown,0,base,7,0,1,1
1186,68,female,0,silver,7,0,1,1
1187,72,unknown,0,silver,2,1,1,0
1188,46,male,1,platinum,6,1,0,1
1189,70,unknown,0,silver,5,0,1,1
1190,30,female,0,gold,11,0,0,0
1191,49,male,1,base,6,0,1,0
1192,74,female,1,silver,11,0,0,1
1193,31,male,0,gold,8,0,0,0
1194,28,male,1,gold,3,1,0,0
1195,72,male,0,platinum,7,0,1,0
1196,38,female,0,platinum,7,0,0,0
1197,73,male,0,base,10,0,1,0
1198,54,female,0,gold,5,0,1,1
1199,62,female,0,silver,9,1,1,1
1200,14,female,0,platinum,8,0,1,0
1201,22,unknown,0,platinum,10,1,1,0
1202,71,unknown,1,gold,5,0,1,1
1203,14,unknown,0,silver,6,0,1,0
1204,37,female,1,platinum,6,0,1,1
1205,12,female,0,base,6,1,1,0
1206,47,unknown,0,platinum,4,0,0,0
1207,37,female,1,gold,5,0,1,0
1208,17,male,1,platinum,3,1,0,0
1209,46,male,0,base,10,1,1,1
1210,25,male,1,silver,6,1,1,0
1211,15,male,1,silver,6,0,1,0
1212,40,unknown,0,base,5,1,1,1
1213,50,unknown,0,silver,11,1,1,1
1214,71,male,1,base,11,0,1,0
1215,56,female,1,silver,5,0,1,0
1216,48,male,0,silver,1,1,1,0
1217,74,male,0,platinum,10,0,1,1
1218,41,male,1,silver,5,1,0,1
1219,47,female,0,base,11,0,1,0
1220,63,female,0,base,1,0,1,1
1221,22,unknown,1,platinum,8,0,0,1
1222,49,male,1,silver,11,0,0,0
1223,41,unknown,0,base,3,0,1,1
1224,53,female,1,platinum,6,0,1,0
1225,67,unknown,1,platinum,6,1,0,1
1226,41,male,0,base,2,0,0,1
1227,57,female,1,silver,1,0,1,0
1228,26,unknown,1,platinum,7,0,0,0
1229,29,male,1,silver,9,0,1,0
1230,62,unknown,0,gold,3,0,0,1
1231,58,female,1,base,5,1,1,1
1232,16,male,1,silver,9,1,0,1
1233,30,unknown,0,platinum,5,0,0,0
1234,30,male,1,gold,5,1,1,1
1235,34,female,1,silver,5,1,0,1
1236,54,male,1,platinum,6,1,1,1
1237,61,male,0,gold,1,1,1,1
1238,56,unknown,1,base,11,1,0,0
1239,23,female,0,silver,8,0,1,1
1240,37,female,1,base,5,0,1,1
1241,60,male,0,gold,8,0,0,0
1242,33,female,0,platinum,3,0,1,1
1243,13,female,0,silver,3,1,0,1
1244,36,male,1,platinum,3,0,1,0
1245,46,unknown,1,gold,7,1,0,1
1246,33,male,0,base,1,0,0,1
1247,65,unknown,0,gold,8,1,0,0
1248,64,male,0,gold,11,0,0,0
1249,54,male,0,platinum,2,0,1,1
1250,34,female,0,gold,7,1,1,0
1251,66,male,1,base,6,0,0,0
1252,60,male,1,platinum,9,0,0,0
1253,38,unknown,0,platinum,3,0,0,0
1254,67,male,1,silver,2,1,1,0
1255,59,male,1,gold,8,1,0,1
1256,72,male,1,gold,11,1,0,0
1257,51,unknown,1,gold,7,1,0,0
1258,74,unknown,0,platinum,10,1,0,1
1259,36,male,0,silver,10,0,0,0
1260,74,female,1,base,2,0,1,1
1261,61,male,0,platinum,3,1,1,1
1262,56,unknown,1,platinum,10,1,1,1
1263,57,unknown,0,silver,5,0,1,1
1264,13,unknown,0,gold,2,0,1,0
1265,70,female,1,base,11,1,1,1
1266,24,unknown,1,platinum,7,1,1,0
1267,41,unknown,0,gold,9,0,0,0
1268,64,male,0,gold,9,0,1,0
1269,50,male,1,platinum,4,1,0,1
1270,41,unknown,0,platinum,11,1,0,0
1271,17,female,1,silver,6,1,1,1
1272,51,male,0,silver,10,1,0,0
1273,50,male,0,gold,11,1,1,0
1274,14,female,1,gold,4,1,0,0
1275,29,male,0,platinum,4,1,0,0
1276,48,unknown,0,silver,1,1,0,1
1277,24,unknown,1,gold,3,1,1,1
1278,33,unknown,1,gold,7,1,0,0
1279,51,male,1,base,8,0,1,1
1280,15,female,1,base,6,1,1,0
1281,70,male,0,platinum,2,1,0,0
1282,26,female,1,gold,1,0,1,0
1283,23,female,1,gold,5,0,0,0
1284,74,female,0,gold,6,0,0,1
1285,64,unknown,1,platinum,4,1,1,0
1286,67,female,0,platinum,2,0,0,1
1287,42,male,0,silver,3,1,0,0
1288,67,unknown,0,silver,7,1,0,1
1289,61,male,0,base,1,1,0,0
1290,36,female,0,silver,10,1,0,1
1291,68,unknown,1,base,9,1,0,0
1292,52,unknown,1,gold,7,1,1,0
1293,53,female,1,platinum,7,0,0,1
1294,64,male,1,platinum,8,1,1,0
1295,46,female,0,base,4,1,0,1
1296,63,unknown,0,gold,6,0,1,1
1297,43,male,0,platinum,8,0,0,0
1298,44,unknown,1,silver,9,1,0,0
1299,52,unknown,0,gold,10,0,0,1
1300,66,unknown,0,platinum,9,1,0,1
1301,58,female,0,base,5,0,0,1
1302,67,unknown,0,gold,11,1,1,1
1303,68,unknown,1,base,3,0,0,1
1304,37,male,1,platinum,6,0,0,1
1305,54,female,1,gold,3,0,0,0
1306,14,unknown,1,base,1,0,0,1
1307,72,male,0,silver,6,1,1,1
1308,56,male,1,gold,1,0,0,0
1309,29,female,1,silver,1,0,0,1
1310,34,male,0,platinum,6,1,1,0
1311,51,female,0,base,9,1,1,1
1312,68,female,0,base,6,0,0,1
1313,59,unknown,0,gold,9,1,1,0
1314,23,male,0,gold,10,0,1,1
1315,28,unknown,1,platinum,2,0,0,0
1316,57,unknown,0,base,7,0,1,1
1317,27,male,0,silver,11,1,1,1
1318,64,unknown,1,platinum,2,0,0,0
1319,35,unknown,1,base,11,0,0,1
1320,28,male,0,platinum,2,0,1,0
1321,44,male,1,base,7,1,1,1
1322,56,female,0,gold,1,1,1,1
1323,28,female,0,base,11,1,0,0
1324,39,male,0,gold,3,1,0,1
1325,53,male,0,silver,9,0,0,1
1326,29,male,0,silver,7,0,1,1
1327,46,unknown,0,platinum,9,1,1,0
1328,63,female,0,base,11,0,0,0
1329,54,male,1,gold,6,1,0,0
1330,60,female,0,platinum,4,0,1,0
1331,14,female,1,silver,9,1,0,1
1332,70,male,1,base,9,0,0,1
1333,20,unknown,0,gold,6,1,0,1
1334,69,unknown,0,platinum,9,0,0,0
1335,64,male,1,platinum,3,1,0,1
1336,41,male,0,silver,2,0,0,1
1337,51,female,0,platinum,1,0,0,1
1338,34,female,0,base,10,0,0,1
1339,49,unknown,1,gold,10,0,1,1
1340,61,male,1,base,4,0,0,0
1341,55,male,1,gold,2,0,1,0
1342,27,male,1,platinum,7,0,0,1
1343,42,unknown,0,base,3,1,0,0
1344,20,unknown,1,gold,5,0,0,1
1345,44,female,1,base,8,0,1,1
1346,57,female,1,platinum,5,1,0,0
1347,54,male,1,gold,2,0,0,0
1348,23,unknown,1,base,4,1,0,1
1349,53,female,0,base,8,1,0,0
1350,13,unknown,1,platinum,6,1,0,1
1351,72,male,1,silver,5,0,0,1
1352,22,male,1,base,3,1,0,1
1353,73,female,1,base,8,1,1,1
1354,56,male,0,gold,1,1,1,1
1355,24,unknown,0,silver,3,0,0,0
1356,16,unknown,0,silver,1,0,0,0
1357,74,female,1,silver,6,0,0,0
1358,56,female,1,gold,9,1,1,1
1359,50,male,1,platinum,7,1,0,1
1360,21,unknown,0,gold,3,1,0,0
1361,24,male,1,gold,7,0,0,0
1362,27,unknown,0,silver,1,0,1,0
1363,39,unknown,1,gold,4,1,0,0
1364,31,unknown,0,platinum,7,0,1,0
1365,70,male,1,platinum,2,0,1,1
1366,52,unknown,0,platinum,3,0,0,0
1367,27,male,0,base,4,1,0,0
1368,58,unknown,0,base,8,0,1,0
1369,51,female,0,silver,2,0,1,0
1370,17,female,0,base,10,1,0,1
1371,40,unknown,1,platinum,11,0,1,0
1372,38,female,1,gold,7,0,1,0
1373,51,unknown,0,silver,5,0,1,1
1374,68,female,0,base,8,0,1,0
1375,24,male,0,silver,4,0,1,0
1376,53,unknown,0,silver,8,1,1,1
1377,57,unknown,0,base,5,0,1,0
1378,67,female,1,gold,9,0,1,1
1379,34,unknown,1,gold,6,1,1,1
1380,20,unknown,1,silver,6,0,0,0
1381,17,unknown,0,silver,7,1,0,1
1382,18,female,1,gold,11,0,0,1
1383,15,female,1,platinum,11,1,1,1
1384,63,male,1,gold,6,1,0,0
1385,17,unknown,0,silver,4,0,0,1
1386,28,unknown,0,base,10,1,0,0
1387,72,female,0,silver,6,1,0,0
1388,64,unknown,0,gold,11,0,0,0
